"Gene_Name","logFC","PValue","FDR"
"MLEC",0.155135792995563,0.0705062764276586,0.0961994421857399
"CEP44",-0.217581099360194,0.0706016670258246,0.0963188140904015
"LUC7L",0.2140715098432,0.0706661290801179,0.096386045690287
"ATP5MPL",-0.195463486222274,0.0706703895619201,0.096386045690287
"MORN4",0.115949746115691,0.0706746667562526,0.096386045690287
"MPZ",-0.876499438681312,0.0707319380979787,0.0964533621199618
"MINOS1",-0.464646842345622,0.070745455089077,0.0964610046964475
"PLEKHH2",-0.217849080709338,0.0708031124304025,0.0965288239363719
"HNRNPAB",0.735089896306234,0.0708277033810585,0.0965515522664078
"TM4SF18",0.261001207705722,0.070960913739676,0.0967223277504908
"C2CD5",-0.360997167094199,0.0709754540947688,0.0967313315672808
"NUP210",-0.159634158515992,0.0711077186097832,0.0969007598448319
"ABHD11",0.108514514695714,0.0713033233000603,0.0971564562815508
"MTR",0.218745097439616,0.0713820500847593,0.0972528579105164
"GPATCH8",0.270139714726159,0.0714511990081147,0.0973361903126524
"TMEM91",-0.0952747780457904,0.0714791513268752,0.0973633892542944
"TMEM69",-0.309929891789047,0.071576233620931,0.097484735121525
"UBE3B",0.127778055590694,0.0717637452506314,0.0977292022286023
"ERG28",-0.687589484299926,0.0718234074732361,0.0977995264722686
"ROMO1",-0.160761832162233,0.072101883307621,0.0981677528929202
"DCLRE1A",0.275995323696265,0.0721352614185944,0.0982022302572959
"PPA2",-0.644002515582847,0.0721756301327598,0.098246215603894
"TRPC4AP",0.164116522913985,0.0721873184044636,0.0982511553722023
"MTX3",0.203978517581013,0.0722918689977208,0.0983824709702182
"FBXO27",-0.105581973775738,0.0724150801015671,0.0985391496281064
"ARMH3",0.116030795300808,0.0724865931712291,0.0986254528292917
"NIN",0.256612873376136,0.0725796476039411,0.0987410427340304
"SRP54",-0.107503879569459,0.0727091134505283,0.0988955254114906
"COQ10B",0.109899517686965,0.0727094245150677,0.0988955254114906
"FYTTD1",-0.229084065289677,0.07278294986968,0.098984487043872
"TXLNG",-0.145327535213449,0.0728631787688365,0.0990825446035566
"HSPA13",0.151904997929928,0.072985790849641,0.0992382083702848
"CCDC126",-0.160609198104214,0.0730297195877503,0.0992868642237386
"PTGES3",-0.453413486812158,0.0730996540656347,0.0993708611411855
"THEMIS2",-0.220253406322596,0.0733258692290814,0.0996672618766564
"ATRAID",0.222651476586254,0.0733704718795352,0.0997167695299234
"WASHC2C",0.448264533177178,0.0734067546088198,0.0997549599193092
"AP1S1",0.134907640328733,0.0736191379331926,0.100032424269232
"NUP133",-0.140157384119713,0.0736302081566618,0.100036316464712
"SLC22A15",-0.191885394392939,0.0736583153989965,0.100063352243054
"PLPPR2",0.127798915369668,0.073674104179945,0.100073649477182
"GDAP2",0.139901875683024,0.073894783460374,0.100362222054971
"SRSF2",0.166935025771771,0.0739715287163296,0.100455264184112
"CDS1",0.165106137505367,0.0740785639734297,0.100589415615959
"STYXL1",-0.137579929195866,0.0741108339465124,0.100622026577785
"NDUFB8",-0.121156223914797,0.0741284452262228,0.100634730039297
"IDH3B",0.11161807100916,0.0743223906047771,0.100886790319879
"SMARCA5",-0.580224511188123,0.0743421494260515,0.100902376269538
"PRUNE1",-0.446473081845409,0.0744087334373879,0.10098150610433
"PLXNB2",0.113086081802018,0.0744659933416044,0.101047965808938
"ZNF35",0.0796337200975237,0.0745917886536417,0.101207400720818
"ZNF721",-0.360096053502462,0.0746964840889635,0.101338174663761
"AKR1B1",0.195361797605596,0.0748004078626198,0.101467872733192
"PSMD9",0.113342762950856,0.0748956272393651,0.101585735611382
"EMC1",0.198813830216917,0.0750213996876861,0.101745008743195
"SENP7",0.276160360283054,0.0751280244068246,0.101878280928098
"SGSM1",0.151422690928534,0.0752335422602084,0.102010022655344
"TCFL5",0.150853238201539,0.0752425277135755,0.102010860248688
"SH3PXD2A",0.365816764305951,0.0753194403025347,0.10210378035452
"MED17",-0.144005328478925,0.0753926021333813,0.102191595798093
"ZFAT",-0.236907283727008,0.0754392029976598,0.102243393412393
"NDUFB7",-0.17736617953141,0.0756190357702107,0.102475729777083
"ZNF454",0.102506214890657,0.0756687918390529,0.10252686767429
"GXYLT1",-0.176183530273141,0.0756735916112921,0.10252686767429
"TBX1",0.143513472314751,0.0757055308435738,0.102558742806313
"STS",-0.15050002787216,0.0757774728172798,0.102644796790606
"MGST2",0.765622312263387,0.0758420843932797,0.102720903326127
"FAAP24",-0.358299021871856,0.075867624597993,0.102744080368155
"PI4KB",-0.311930443753019,0.0759103753962548,0.102790557198239
"PHIP",0.124877008078748,0.0759728813912985,0.102863771328445
"DUS2",0.129651222380884,0.0759901689244757,0.102875752288538
"GFM1",-0.211435263386488,0.07600321361545,0.102881987251383
"INSL3",0.273736583352198,0.0761851560223493,0.103116824366433
"SETD3",-0.208102194242483,0.0761984007133938,0.103123301853573
"PPP3CC",0.0948074762287729,0.0762670829303197,0.103204796093188
"7-Mar",-0.450498810907036,0.0762970152764351,0.103233841646506
"CACNA1B",0.18533717934232,0.076446434083811,0.103424534226583
"NANP",0.946721151810473,0.0764640102798253,0.103435320458814
"PEX13",0.102938315132957,0.07647137587526,0.103435320458814
"DEXI",-0.120275745014946,0.0765980332420418,0.103595143471681
"CAPN15",-0.667398507783227,0.0766407960614694,0.103641480286786
"MZF1",0.108358291717134,0.0767084782698319,0.103721501617959
"SRSF3",-0.431797695883216,0.0770722891407324,0.10420187167735
"AFMID",0.179551792351696,0.0771468080101647,0.104291055273
"IRF5",0.135030314266613,0.0771941894982798,0.104333491730914
"MPP1",0.0777375765537288,0.0771953158406072,0.104333491730914
"YEATS4",0.222691361018347,0.0773754099570799,0.104565305707434
"PDE4A",0.619914039699527,0.077434990773591,0.104634224398232
"NCOA6",-0.279439180427508,0.0774674257363197,0.104666450975449
"STARD13",0.105429125957821,0.0776977041221333,0.104965947579003
"MAP3K9",-0.242451856344999,0.0777391113609685,0.105010250038955
"NAXD",0.123984081784923,0.0778853303205314,0.105196107017239
"VPS4A",-0.158387700880184,0.0779281536920677,0.105242286657804
"PEX1",0.284386981220706,0.078071485489784,0.105424178068892
"DHRS2",-0.429592148151272,0.0781186012372045,0.105476117807372
"RFFL",-0.705030639094839,0.0782978258679403,0.105706400349508
"ZNF235",0.369735267677421,0.0784442414326417,0.105892342742258
"PGM2",0.150785891708963,0.0785743757608293,0.106056268257337
"HMGN3",0.180643427311699,0.0786290497334523,0.106118315653771
"MRTO4",0.210489477963406,0.0786941762497544,0.106194296190864
"HIVEP2",0.155317646549567,0.0787027697551029,0.106194296190864
"STAT2",0.113295990786935,0.0787248510106025,0.106212334956868
"ZNF410",0.631875776836085,0.0788232964415331,0.10633338573849
"INTS8",0.54059721507948,0.0790693265210015,0.106653480816279
"ARHGAP39",-0.166093380832754,0.0792146991387754,0.106827225563163
"CXorf57",0.360490876033943,0.0792156606587639,0.106827225563163
"ANKRD13A",-0.584517646855208,0.0792923762195833,0.106918853942367
"FAM227B",-0.284534202288204,0.0793266246744653,0.106953205198674
"NDUFA5",-0.463395085743613,0.0793827360453924,0.107017022573192
"ZNF398",0.102742689534918,0.079398409595736,0.107026317047945
"COX19",-0.432252196617733,0.0795035295820609,0.107156166847419
"SEMA3A",0.108367762462375,0.0795232643024493,0.107170916992169
"3-Mar",0.182525268803166,0.0795715100266754,0.107224082981673
"UBA2",-0.229366357676986,0.0796670714712842,0.1073409889817
"TBL2",-0.105832603409282,0.0797286632366958,0.107412104488735
"MTMR3",0.150762305309864,0.0800119227931013,0.107781806714994
"HSPA4",-0.0993721285805912,0.0801403448516459,0.107942873062249
"GTF2H2C",0.644296936538125,0.0801842304064795,0.107990052240985
"NFYB",0.34199949765055,0.0805143003403551,0.108422604158762
"MNS1",0.214657763232521,0.0806054729473398,0.108533390843938
"ISPD",0.758004814465986,0.0806313991551779,0.108556310005607
"EOMES",-0.201384400956047,0.0807568560738094,0.108713210291057
"SPPL2B",-0.248958861247927,0.0808121571088468,0.108775643956492
"SEMA4F",0.143277310103308,0.080859324757821,0.108827117257959
"MAP3K21",0.239860807039849,0.0809778505303161,0.108974608214492
"TRAPPC11",-0.0850905478989877,0.0813287985104066,0.109434810445957
"REST",0.134402889301335,0.0813580283902921,0.109462059828501
"TUBG1",0.221781043230082,0.0814912329801004,0.109629179128272
"UBL3",-0.628756960920036,0.0815482978534722,0.109693843002502
"IFI27L1",0.119808185814298,0.0818994685804782,0.110154062385769
"MBD2",0.265491091370307,0.0819899701298029,0.110263621164085
"MANF",0.119912400234215,0.0820628645648626,0.110349479584187
"PITX3",-0.0956773359334304,0.0821144562028398,0.110406676471691
"YAP1",-0.123617341429806,0.0821981574616862,0.110507028850399
"STARD4",-0.110509261661643,0.0822380541832355,0.110548474864684
"METTL2A",0.595710132421644,0.0823057818245921,0.11062731931903
"PRMT5",-0.242226783472383,0.0823270916700629,0.110643763041532
"TMEM33",0.279624880143446,0.0823444286931243,0.110654864439801
"IL13RA1",0.203838026220506,0.0824252556175931,0.110751272041671
"FXYD3",-0.124795027968423,0.0826428813500486,0.111031448814023
"NCAPH2",-0.345360076315267,0.0827044378331981,0.111101906515098
"RUNX2",0.121887625195248,0.0827157686758518,0.111104884963344
"C19orf12",-0.108216171980577,0.0827690682167079,0.111164229440331
"VPS26B",-0.127379874091327,0.0827895429209406,0.111179479813746
"NRIP1",0.207939241234481,0.0828293273759815,0.11122065536299
"UBA5",0.158429031314926,0.082846080771427,0.111230899855118
"TIMM8A",0.129461255200949,0.0828725472104787,0.11125418159266
"BUB1",0.116767936868519,0.0830340233402111,0.111458685150904
"SLC4A2",0.170595236531167,0.0831444225207679,0.111594589337298
"PLD1",0.625121885578952,0.0832331257012482,0.11170134692029
"KPNA5",-0.213158369096421,0.083288327912298,0.111755589761768
"SORBS3",-0.110756768683646,0.083291878318056,0.111755589761768
"MRPL55",0.759984994766443,0.08338379610238,0.111866607052285
"DNAAF5",0.128501303593653,0.0835429391708787,0.112067778546675
"TMED4",0.245918334242832,0.0835709487315269,0.112081444056694
"FUCA2",-0.666353687704473,0.0835715139426909,0.112081444056694
"DHODH",0.520220354511501,0.0835941781787676,0.11209950788443
"SRPRA",0.415980126033175,0.0836438104346802,0.112142113260241
"NOL12",-0.185483853567064,0.0836443471311111,0.112142113260241
"DOK3",-0.223919218965026,0.0836744344731215,0.112170115533519
"GPRC5C",-0.0814992696260884,0.083830152134943,0.112366507386156
"FMNL3",0.0984266389324518,0.083912779135279,0.112464895606661
"SCRN1",0.180154531351837,0.0839388469303808,0.112487466519542
"ATG9A",0.174659231863036,0.0840434263961343,0.112615235347909
"USP28",-0.227119684432761,0.0843300792566005,0.112986921224004
"PWWP2A",0.204096928015543,0.0844315749500921,0.113110475847975
"TMEM8B",-0.533086086338245,0.0844439556135449,0.113114631676159
"HNRNPH3",-0.293127311728143,0.0845316160190543,0.113219614468061
"PDIA4",0.218942243862381,0.0845516818813688,0.113234049633722
"ARPC4",0.0959749107304829,0.0846404571741067,0.113340489170643
"RFX2",-0.256053672061399,0.0846552088743581,0.113347792574113
"SEH1L",-0.228574696842266,0.0847429041534165,0.113440808127986
"SERPING1",0.553346828858303,0.0847432892807454,0.113440808127986
"RPL37A",0.559489716575883,0.0848083476716873,0.113515433296612
"AGGF1",-0.217975067135378,0.0848228689211652,0.113522405864302
"SH3BP5L",0.23235093656338,0.084982824263317,0.113723996772129
"ADRB2",-0.322933054619812,0.0851365748450357,0.113917241130044
"SLC35E2A",0.272779656613742,0.0853262462707793,0.114158501787431
"PLCH1",0.191281294347401,0.0854489210978608,0.114310084176892
"CD151",-0.0951870865606441,0.0855544656832542,0.114438719677919
"RBFOX2",-0.296564359078691,0.0857205799237719,0.114648336791081
"EZR",0.691657080188471,0.0858238774224875,0.114773901893105
"CDK6",0.349432172043718,0.0860812716207658,0.11510549329042
"H3F3A",0.652420169354576,0.0861272660787849,0.115145165459915
"UNC45A",0.260934950608407,0.08612983051669,0.115145165459915
"POLR3A",0.0995124533656344,0.0864666218149623,0.115582739752873
"RAI14",0.32071265211593,0.0864764525284796,0.115583207189419
"APBB2",0.0846688313640251,0.0867583756711708,0.115947309560101
"BOLA1",1.41280808212663,0.0867895048966193,0.115976197982537
"CYTH3",0.57826111865209,0.0869803712207822,0.116218512226278
"ATP6V0D1",0.149355609305138,0.0870133358089665,0.116249816640779
"PUSL1",-0.176780446796951,0.0871015353121788,0.116354899955158
"STARD3NL",-0.22964561024569,0.0873539422810638,0.116679293343755
"IFT46",-0.189822163575241,0.0874175680377992,0.116751486848029
"HSPA4L",0.0889286708819649,0.0874767972434463,0.116813706912981
"FXYD5",0.756042215679862,0.087483319179355,0.116813706912981
"FOSB",-0.158222811907378,0.0874974892695737,0.116819832623521
"RNF213",0.20894789608114,0.0875856882847201,0.116924783823809
"DHX40",0.113464678154095,0.0876228541583504,0.116961591486308
"COA5",0.50034547127854,0.0877115683536029,0.117067191788786
"MMP14",-0.273904445084094,0.0877535807895265,0.117110443722509
"TMOD3",-0.241841501080908,0.0879317435257133,0.117335363980076
"SETD9",-0.167668209732134,0.0880038674818343,0.117418753252823
"FECH",-0.237512415253674,0.0880261052465124,0.11743557113813
"KDM2A",0.169033166946237,0.088229438681439,0.117693958525596
"OSBPL11",-0.128615543663634,0.0884332148006542,0.11795287982875
"UBR1",-0.432722715889072,0.0887647098193424,0.118382078263604
"ELP6",-0.119490208727181,0.0888582296490457,0.118493839165556
"FAM171A2",0.144133681295393,0.0889999908093612,0.118669899153114
"FAM84B",-0.0973719231197953,0.0890337540257676,0.118701935184616
"TBC1D32",0.150039427692157,0.0891867601077206,0.118892924272632
"ATP11C",-0.170985487908129,0.0894487892897526,0.119229192021799
"MAPK1",0.0878315273223213,0.0894861480687212,0.119265948519272
"ORC6",0.327119159777589,0.0896382321487752,0.1194555846224
"TAF6L",-0.171577162713564,0.0898914398863067,0.119779926074321
"TMEM237",-0.12700708548078,0.0899161549616833,0.119799764495943
"FAM171B",-0.177523147221708,0.0900023555654871,0.119901509856721
"STIP1",0.338468572111979,0.0900581887224855,0.119962781765278
"GANAB",-0.542796263159035,0.0901810368186053,0.120113298356344
"PELP1",0.115090039973326,0.0903641770649694,0.120344077190195
"IL11RA",-0.108986421126317,0.0905721927107997,0.120607930238925
"PPP3R1",0.437980424845733,0.0905943674752681,0.120624282862712
"UBE2D1",0.462931136910112,0.0907201609142455,0.120778582691446
"REP15",-0.255723244211416,0.0911207048087145,0.121298592741105
"PRKRA",-0.750415775185272,0.0913476603289916,0.12158743608153
"RPRD2",-0.241569505445999,0.0913901902939764,0.121630765270073
"ZNF484",-0.507342554110889,0.0915351913709409,0.121810448423004
"CTRL",0.0987655402304387,0.0915706937811003,0.1218443929148
"SRCAP",-0.59898983678448,0.0916391194012788,0.121922132993669
"OSBPL9",0.0991616941034069,0.0917626004778277,0.122073097165561
"COL9A2",-0.211664714860679,0.0918667942443425,0.12218724934951
"ECI1",-0.304678153917345,0.0918684543956695,0.12218724934951
"LIFR",0.60533545231392,0.0919684448128931,0.122302196013204
"FN3K",0.0984888188106043,0.0919749432408379,0.122302196013204
"DDIT4",0.127180890629088,0.0924408365309761,0.122908303866194
"ABHD8",0.17018062489371,0.0924916857227705,0.122962501706248
"SIRT5",-0.100402521095878,0.0925252533542287,0.122993715368161
"PCNX1",0.106065864066248,0.0926441193838037,0.123138296926292
"RNF31",0.172682521364051,0.0926554186113593,0.123139889707956
"C17orf58",0.275723710375956,0.0927814821650069,0.123293988344626
"HCN3",0.134241949877115,0.092811658096799,0.123320645652106
"SUCLA2",0.206997193661967,0.0928844633530545,0.1234039333846
"NXT1",0.219443962460365,0.0929377229059866,0.123461237871514
"SLC35F6",0.288331060106015,0.0931640472825778,0.123748409285455
"BID",-0.170120012741744,0.0934072115145234,0.124057883818886
"TTC31",-0.249119471182218,0.0935101809900543,0.124181112903023
"HIST1H2BK",0.212311122394041,0.0937616086210656,0.124501445452501
"MGAT4A",-0.103391836232345,0.0938860370493886,0.124653090576029
"BCAP29",-0.099306875486386,0.0939046156788095,0.124664180522745
"CWF19L2",-0.0876311781034157,0.0939668496434124,0.124733216899264
"SLTM",0.277649663325824,0.0940101751239069,0.124765180235114
"C14orf132",-0.157979562008772,0.0940216315987197,0.124765180235114
"LIMD2",-0.157979562008772,0.0940216315987197,0.124765180235114
"DFFA",-0.169072640214691,0.0942941725000164,0.125113219084425
"CD99",-0.61751237031266,0.0943283777967384,0.125144983536842
"CREB1",-0.227740510964808,0.0944387359878193,0.125277761744016
"NFE2L2",0.130221536249494,0.0944770150340506,0.125314904828649
"PTCD1",0.14972897955867,0.0946648876407897,0.12555044008147
"CD24",0.135305586992635,0.0947105254815447,0.125597304051508
"FSTL1",0.254016559233771,0.0948557103303617,0.125776154517886
"BCL2L1",-0.38190670397353,0.0949549527533686,0.125894054270399
"STAM",0.072505794947081,0.0950139222913013,0.125958539218492
"PRMT9",-0.149397771250699,0.0951233396703179,0.126089880822099
"NDUFS1",-0.19513449748592,0.0958282243861878,0.127010424384868
"FNBP1L",0.251147403468353,0.0958536625794672,0.127030329438666
"ZNF789",0.0950433554255209,0.0958898430766492,0.12706446488559
"ANKZF1",-0.0810640868425046,0.0959601743320006,0.127143841460865
"HSPA2",-0.10504679666255,0.096027364515474,0.127213244331305
"ZNF706",-0.0997362117261802,0.0960334252793868,0.127213244331305
"SSR1",0.437287150443835,0.096187293812986,0.127403226735562
